District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Location_of_drinking_water_source_Away_Households,State,District,Latitude,Longitude,sex ratio,literacy_rate,male_literacy_rate,female_literacy_rate
566,KARNATAKA,Chitradurga,1659456,840843,818613,1087392,607188,480204,389117,802869,286245,294337,26235,249770,1520553,128751,3175,322,84,3778,128,2665,60522,307257,5711,28897,349704,97644,447348,188329,332648,196470,217567,132435,75262,22078,1164789,452975,1617764,891230,460057,306412,1757,112447,299,545,2359,4453,190306,86859,1250,232128,88921,76978,Karnataka,Chitradurga,14.29102220394736,76.57821957236843,97.0,66.0,72.0,59.0
567,KARNATAKA,Davanagere,1945497,986400,959097,1308540,720637,587903,392595,1070290,230846,295873,31438,317050,1658465,265805,5420,307,164,6417,1743,7176,100812,372671,7320,39416,354680,176011,530691,242130,446793,206686,269748,154781,123863,32375,1476376,467414,1943790,1068518,538551,336173,2255,109075,305,4433,2370,7637,208670,121315,529,282186,92179,74855,Karnataka,Davanagere,14.330414586709884,75.91723841166937,97.0,67.0,73.0,61.0
568,KARNATAKA,Shimoga,1752753,877415,875338,1263016,674938,588078,308158,972155,204493,246464,15087,314554,1479424,234664,26521,400,120,9234,367,2023,128087,363835,8791,35207,352444,201662,554106,191641,385978,292481,251095,132138,111753,18036,1383122,355222,1738344,913150,513297,325542,764,43431,3548,2161,2886,12357,168665,181024,3762,262501,36589,52450,Karnataka,Shimoga,14.063845885634592,75.17882078103197,100.0,72.0,77.0,67.0
569,KARNATAKA,Udupi,1177361,562131,615230,926429,465704,460725,75429,664120,63143,63390,10580,376128,1009179,96740,65838,232,161,4534,155,522,83810,224814,9070,24817,269817,115572,385389,142493,286193,176260,178094,109663,107279,18444,1018426,204028,1222454,559565,340903,276234,659,12889,462,1072,3063,6620,33715,185404,2023,45737,9990,27194,Karnataka,Udupi,13.450404228534568,74.72009990316337,109.0,79.0,83.0,75.0
570,KARNATAKA,Chikmagalur,1137961,566622,571339,818345,438257,380088,253651,572187,155392,126600,8873,274909,1004553,101235,26000,182,109,4710,4,1168,74534,238505,4510,18727,311660,80766,392426,114570,257550,160083,177585,96470,72420,12631,891309,204371,1095680,564994,341380,230864,723,46657,4438,5006,1974,15025,128194,108037,3607,186014,35987,35942,Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,101.0,72.0,77.0,67.0
571,KARNATAKA,Tumkur,2678980,1350594,1328386,1813391,1006024,807367,506901,1324334,505910,352286,54523,441927,2413812,245923,9130,477,187,5067,161,4223,116539,562769,7971,41751,685443,204799,890242,270373,500593,386998,423738,213588,143735,30687,1969712,686274,2655986,1351461,760936,564196,2387,192247,346,360,6703,7927,350215,163780,518,425369,152051,122399,Karnataka,Tumkur,13.592467760074973,77.02297966260545,98.0,68.0,74.0,61.0
573,KARNATAKA,Mandya,1805769,905085,900684,1149649,638668,510981,265294,934361,388981,216159,17834,248434,1712695,77801,8506,322,299,3607,109,2430,80452,391033,3367,20265,458867,103435,562302,145178,309476,226552,308624,157839,102838,19987,1270494,504734,1775228,902307,527236,375100,1126,84217,353,673,2085,3243,208469,160714,132,330827,58173,57395,Karnataka,Mandya,12.574901806239744,76.81570098522172,100.0,64.0,71.0,57.0
574,KARNATAKA,Hassan,1776421,883667,892754,1225256,668836,556420,345031,872841,437034,165910,16126,284510,1630814,120011,15611,289,623,5820,3,3250,90599,400702,4851,23444,496103,132878,628981,182255,354480,232531,292369,147837,103152,27774,1340398,401227,1741625,877340,522039,375918,1124,140251,633,1165,1807,4461,217341,147920,856,272269,103177,64031,Karnataka,Hassan,12.945098749999998,76.11049549999997,101.0,69.0,76.0,62.0
576,KARNATAKA,Kodagu,554519,274608,279911,412877,215302,197575,73584,275581,21174,15153,1549,241062,448986,87274,17130,139,126,250,220,394,40958,113931,3308,10758,181182,31792,212974,51287,111562,75291,86232,54939,43225,8251,430787,91352,522139,276918,163360,113919,322,16972,2188,2943,987,8568,44500,76018,2450,66724,13535,17785,Karnataka,Kodagu,12.39684468085106,75.79336595744688,102.0,74.0,78.0,71.0
577,KARNATAKA,Mysore,3001127,1511600,1489527,1962180,1063766,898414,536643,1686859,349337,311002,28162,625767,2631985,290549,39361,1255,16194,14419,493,6871,273706,640868,28397,80086,540596,380386,920982,207091,537686,404565,452412,222230,212541,26834,2063359,747237,2810596,1580116,865220,553705,2086,102506,607,3666,4136,9300,211890,409885,891,567444,56899,66647,Karnataka,Mysore,12.248100259403367,76.52881802853437,99.0,65.0,70.0,60.0
579,KARNATAKA,Gulbarga,2566326,1301755,1264571,1427368,828359,599009,648782,1479298,220198,415267,25891,425672,2011014,513125,8344,826,9589,4865,330,18233,77334,404767,9752,52483,400704,199303,600007,177860,579057,270622,290570,153746,104256,20492,1596603,883704,2480307,1570719,604665,388935,2007,138402,1526,6730,3951,12739,174993,146124,532,264350,68364,144128,Karnataka,Gulbarga,17.070459515951594,76.87503850385033,97.0,56.0,64.0,47.0
581,KARNATAKA,Kolar,1536401,776396,760005,1016219,564110,452109,465867,818529,183057,201233,24178,309404,1305431,199873,26722,253,150,2494,92,1386,72407,309494,5051,27235,326567,151042,477609,138015,289841,228422,225498,107929,71422,17961,1079088,399089,1478177,841499,419380,274240,1282,95198,61,76,17105,21551,143255,85949,4309,208954,92512,101786,Karnataka,Kolar,13.312799881235172,78.01376947743476,98.0,66.0,73.0,59.0
583,KARNATAKA,Bangalore Rural,990923,509172,481751,688749,385311,303438,213700,531032,127770,84108,19457,228556,890429,92252,5368,389,272,1045,85,1083,77454,214253,3729,17066,231052,95410,326462,100770,168165,126285,166677,82235,51015,10741,705888,205062,910950,535765,278153,176083,922,65318,47,45,7737,7899,122564,59332,70,150162,63010,42849,Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,95.0,70.0,76.0,63.0
585,GOA,North Goa,818008,416677,401331,663060,351738,311322,17606,490350,15402,14120,8862,289274,622213,57941,134169,618,553,546,166,1802,132612,173951,23440,56266,115859,209230,325089,40968,101521,148792,153887,87513,86781,16601,636063,99538,735601,380926,260533,175035,1514,461,1861,447,2293,5375,27004,144020,774,150059,388,8061,Goa,North Goa,15.548723418714054,73.80667997909038,96.0,81.0,84.0,78.0
586,GOA,South Goa,640537,322463,318074,502427,264085,238342,7843,390947,15952,12640,5846,215152,341664,63623,231961,855,542,563,92,1237,102191,138810,17624,44299,88620,162873,251493,29874,73039,119869,108989,64786,57460,9579,463596,88577,552173,314480,194872,130605,580,645,2110,628,1742,4831,22951,113324,351,125635,467,7453,Goa,South Goa,15.195278658183785,73.941792596877,99.0,78.0,82.0,75.0
588,KERALA,Kasaragod,1307375,628613,678762,1037492,516476,521016,53283,844377,23732,38774,24496,375996,729987,486913,87454,151,362,130,152,2226,74092,237670,10378,32484,251641,166164,417805,115476,268084,230416,238900,122657,76192,16585,1068310,212905,1281215,688763,369883,246975,1754,40573,6714,505,8940,22951,40315,195593,6792,36736,35578,31854,Kerala,Kasaragod,12.33310309912974,75.07768497134369,108.0,79.0,82.0,77.0
589,KERALA,Kannur,2523003,1181446,1341557,2138434,1012956,1125478,83350,1698887,36549,82988,12875,691704,1509592,742483,262526,424,1118,193,722,5945,115356,511167,32653,83940,306288,566191,872479,204713,487016,491844,540383,308670,217203,40277,2290106,279352,2569458,1187177,741984,588081,5761,13746,10820,181,9712,24306,63511,440610,3593,63652,12764,39088,Kerala,Kannur,11.941523076923056,75.35209891725934,114.0,85.0,86.0,84.0
590,KERALA,Wayanad,817420,401684,415736,645585,328136,317449,32578,477343,52759,101630,4574,181114,404460,234185,174453,61,312,1797,286,1866,23028,149864,4712,15944,266183,11805,277988,65326,144896,137227,184266,87042,51111,8786,678654,131211,809865,412806,246590,157326,698,6025,9019,541,2974,15424,43873,111648,2890,41863,5784,29882,Kerala,Wayanad,11.715277464788736,76.07587007042254,103.0,79.0,82.0,76.0
591,KERALA,Kozhikode,3086293,1470942,1615351,2615443,1266939,1348504,199191,2137312,26543,64198,13312,844928,1734958,1211131,131516,297,235,601,588,6967,145558,641660,36791,107602,323793,666543,990336,247996,564392,647221,630818,351267,250117,53166,2744977,335520,3080497,1487644,909581,686109,2959,14347,10775,328,15285,27954,86008,542267,1566,143663,12553,55550,Kerala,Kozhikode,11.392924270557026,75.71158720159153,110.0,85.0,86.0,83.0
592,KERALA,Malappuram,4112920,1960328,2152592,3311315,1597404,1713911,308266,3050496,57567,117405,18423,869029,1135259,2888849,81556,205,179,68,579,6225,139994,730119,27909,119918,634543,522586,1157129,415601,770417,814285,933793,392867,203779,41344,3572086,622345,4194431,2406005,1041361,662311,3243,25795,4784,509,19300,26145,95071,628805,1552,115058,22831,50719,Kerala,Malappuram,10.97329875666072,75.93910775606876,110.0,81.0,81.0,80.0
593,KERALA,Palakkad,2809934,1359478,1450456,2239492,1122600,1116892,403833,1767594,67805,249949,25035,699551,1875980,812936,114397,220,238,78,400,5685,178386,587583,27162,69440,665899,228442,894341,249198,492864,608176,572412,232109,180540,36370,2371669,439934,2811603,1395222,802611,608966,3135,35861,6019,2587,9094,19240,124408,450438,1540,269352,33936,53441,Kerala,Palakkad,10.784926903553291,76.49980490693744,107.0,80.0,83.0,77.0
594,KERALA,Thrissur,3121200,1480763,1640437,2678548,1282261,1396287,324350,2025473,41786,73941,27883,952117,1823442,532839,757484,259,278,62,585,6251,338350,721625,56148,132774,336748,715119,1051867,222627,445696,524387,821831,362657,338600,71535,2787333,307665,3094998,1394214,931841,792182,2963,58189,369,190,9463,11349,86332,622975,1327,204494,39221,34523,Kerala,Thrissur,10.458932647907687,76.12321940836945,111.0,86.0,87.0,85.0
595,KERALA,Ernakulam,3282388,1619557,1662831,2855676,1425723,1429953,268411,2033045,50423,71391,23976,1103553,1509557,514397,1248137,860,614,1176,1083,6564,499291,771287,88737,184167,369694,804997,1174691,212263,446380,554817,702511,389793,429880,113133,2848777,268315,3117092,1396968,1024720,858010,2690,7550,2196,372,6921,10655,117964,635670,1166,453148,6856,38103,Kerala,Ernakulam,10.004879301987431,76.26957729035381,103.0,87.0,88.0,86.0
596,KERALA,Idukki,1108974,552808,556166,923010,471881,451129,145486,592611,100917,145698,6888,262860,541854,82206,481507,100,189,44,384,2690,54626,244844,8250,24863,391610,20823,412433,79149,166604,209398,261237,136428,86136,19252,958204,126589,1084793,494456,352163,261471,884,11282,42226,2746,8042,70317,86906,114778,17303,83659,10710,75292,Kerala,Idukki,9.80480963855423,77.04586641566264,101.0,83.0,85.0,81.0
597,KERALA,Kottayam,1974551,968289,1006262,1749798,861592,888206,153909,1238816,49991,63052,18523,604169,983598,126499,858608,204,358,83,565,4636,187213,464039,37849,83999,481967,196194,678161,117681,271496,373998,475724,280720,221350,52339,1793308,134393,1927701,811653,596302,565048,1548,7562,6936,730,15927,26930,71856,350435,3337,110023,6897,58162,Kerala,Kottayam,9.643701174068417,76.46059673302705,104.0,89.0,89.0,88.0
598,KERALA,Alappuzha,2127789,1013142,1114647,1852797,890552,962245,201211,1323318,25237,71706,35865,671663,1460447,224545,435056,268,146,74,311,6942,274392,507913,28842,71593,331419,392117,723536,133039,334339,418953,573306,274789,198858,58096,1991380,163991,2155371,891512,648522,585591,2164,75715,257,5108,14802,25888,84378,384239,5721,184698,73399,59658,Kerala,Alappuzha,9.542602965599087,76.38010796263319,110.0,87.0,88.0,86.0
600,KERALA,Kollam,2635375,1246968,1388407,2240273,1074345,1165928,328263,1723350,56693,92193,21511,741628,1697635,508500,421598,208,272,63,619,6480,263148,630767,31542,83133,523715,401415,925130,172247,406592,562529,595191,307950,233402,64052,2341963,231286,2573249,1177359,795245,660965,1806,5294,1564,249,16037,21017,64485,568555,3167,179861,4608,30236,Kerala,Kollam,8.929388820570157,76.6360775852431,111.0,85.0,86.0,84.0
601,KERALA,Thiruvananthapuram,3301427,1581678,1719749,2785408,1354857,1430551,372977,2069758,38837,94470,28587,1069775,2194057,452915,630573,404,301,76,1082,22019,343590,783872,71621,155321,559293,609824,1169117,206328,460690,642470,682156,389161,381782,76129,2838716,309042,3147758,1488441,989238,820024,3724,17578,2791,536,16123,23277,83395,698056,3827,316393,16450,47323,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,109.0,84.0,86.0,83.0
602,TAMIL NADU,Thiruvallur,3728104,1876062,1852042,2791721,1495711,1296010,821646,2190050,73444,270586,58240,1135784,3325823,143093,233633,1422,951,3693,530,18959,621907,909400,75634,174279,387237,732196,1119433,181452,461918,600731,622789,303091,451321,66378,2687680,610048,3297728,1925296,1154775,643614,4419,175520,1374,412,41640,44284,531907,343722,858,625071,148885,63193,Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,99.0,75.0,80.0,70.0
603,TAMIL NADU,Chennai,4646732,2335844,2310888,3776276,1968079,1808197,779667,2829435,14454,13674,37345,1751824,3751322,439270,358662,2851,2804,51708,1759,38356,910262,1096334,217368,355838,0,1314125,1314125,167207,516445,720331,801050,464207,905515,67277,3642032,419065,4061097,2271657,1468902,899279,6894,170162,1061,49,18353,19543,245763,844285,80,908587,43461,16519,Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,99.0,81.0,84.0,78.0
604,TAMIL NADU,Kancheepuram,3998252,2012958,1985294,3013382,1611461,1401921,948081,2324438,89343,272514,54732,1257225,3537399,173785,256762,1620,990,4962,756,21978,622095,961161,100322,200738,438799,774705,1213504,183054,535947,608188,634172,312208,526886,67354,2867809,678374,3546183,2076492,1200284,715895,5581,163172,1413,1411,26856,32942,496248,435671,3262,732354,129924,61890,Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,99.0,75.0,80.0,71.0
605,TAMIL NADU,Vellore,3936331,1961688,1974643,2773928,1504355,1269573,860212,2247001,175108,391955,136415,985852,3397857,414760,111390,676,438,3514,251,7445,417535,865913,20623,69912,653499,486801,1140300,191963,721473,719731,641585,311434,308514,71127,2965827,891430,3857257,2096113,1116437,720713,3068,115013,515,616,10424,12602,524806,324328,1047,765045,91887,78184,Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,101.0,70.0,77.0,64.0
606,TAMIL NADU,Tiruvannamalai,2464875,1235889,1228986,1626813,909803,717010,565329,1226698,292641,525063,46720,373753,2294369,91636,66987,232,157,7898,110,3486,176242,549077,6445,27529,563102,147061,710163,203879,442688,423135,343955,174560,158041,36454,1782712,672427,2455139,1301347,683904,477668,1956,53134,310,700,2850,4775,401432,157967,915,496596,40597,33865,Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,99.0,66.0,74.0,58.0
608,TAMIL NADU,Salem,3482056,1781571,1700485,2285562,1285107,1000455,580512,1787896,257004,454210,141503,841443,3326357,95487,53841,412,174,992,246,4547,448968,835377,20660,63867,572813,597539,1170352,188672,571061,518763,457866,242306,296399,60365,2335432,955045,3290477,1737345,1029479,713294,1938,96292,1128,1706,6722,9970,593208,226846,414,723966,77409,98845,Tamil Nadu,Salem,11.629324202127655,78.2478257978723,95.0,66.0,72.0,59.0
609,TAMIL NADU,Namakkal,1726601,869280,857321,1176131,653312,522819,345392,828356,158473,253726,38797,447249,1673652,32483,16909,183,108,84,199,2983,265276,441044,8960,31581,370357,257127,627484,123573,297179,247516,214836,126468,169206,21582,1200360,388418,1588778,817905,510413,397064,1219,66003,578,2340,3523,6595,308684,140627,154,365810,61860,28446,Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,99.0,68.0,75.0,61.0
610,TAMIL NADU,Erode,2251744,1129868,1121876,1492662,828300,664362,369483,1055971,178170,370212,54322,593069,2115455,76098,55899,435,148,639,157,2913,371015,595211,18604,58861,411286,432398,843684,175017,345914,319484,269016,155344,215514,30391,1510680,608003,2118683,1006543,701326,542295,1580,95965,922,5672,3095,9959,393062,234189,270,511890,88031,31483,Tamil Nadu,Erode,11.267012155963302,77.42034334862392,99.0,66.0,73.0,59.0
612,TAMIL NADU,Dindigul,2159775,1080938,1078837,1481834,816180,665654,452376,1054620,165405,467959,30829,440962,1879494,105012,169945,313,256,71,138,4546,209640,500057,9155,38677,443818,269724,713542,207751,386421,372636,282628,153100,163050,29443,1595029,480681,2075710,1065734,647806,443528,2707,66961,3328,1758,5001,11021,381313,140831,934,459347,57892,41028,Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,100.0,69.0,76.0,62.0
613,TAMIL NADU,Karur,1064493,528184,536309,727044,401726,325318,221385,521195,85872,200837,11340,245249,993666,53292,16483,115,29,7,79,822,135831,264949,4915,17995,212241,152420,364661,76629,190229,167466,146666,77874,85595,14951,759410,276930,1036340,501585,320645,241843,420,26150,291,683,2094,3091,167820,106194,23,250198,20977,13834,Tamil Nadu,Karur,10.79532776617955,78.08749686847604,102.0,68.0,76.0,61.0
615,TAMIL NADU,Perambalur,565223,282157,283066,375823,208011,167812,175289,265497,117304,118278,5343,58801,521658,32702,10301,83,39,38,26,376,49390,135751,1507,7745,155413,33179,188592,85210,106751,85101,71650,41447,44025,9189,443373,109011,552384,291371,158218,115151,483,16041,67,59,864,1923,111622,28692,933,122903,9740,9087,Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,100.0,66.0,74.0,59.0
616,TAMIL NADU,Ariyalur,754894,374703,380191,480604,269582,211022,176230,395043,107312,166837,13564,72138,708397,7942,37403,104,88,65,42,853,39642,177502,1749,8371,223955,30322,254277,60697,134123,113437,96860,53934,57524,16126,532701,233438,766139,380484,216103,157771,536,14696,347,275,1006,2237,152795,32840,609,173304,8599,12471,Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,101.0,64.0,72.0,56.0
617,TAMIL NADU,Cuddalore,2605914,1311697,1294217,1815281,1000322,814959,763944,1436034,165170,539412,32027,433271,2391675,123749,83334,401,236,1280,138,5101,244610,598412,15396,50938,497429,260780,758209,169844,412237,418769,386652,186394,227530,67411,1868837,634041,2502878,1364411,764669,473617,3217,122085,1409,464,4070,6081,389219,212704,138,498446,62059,35499,Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,99.0,70.0,76.0,63.0
618,TAMIL NADU,Nagapattinam,1616450,798127,818323,1213008,640916,572092,509767,944456,67482,345057,11555,247900,1435072,128617,47579,184,450,963,110,3475,143846,381940,5585,19692,399016,118724,517740,136593,323359,313357,249630,122350,125639,35762,1306690,253572,1560262,828444,463326,323706,974,134810,151,71,3838,4351,282989,104497,291,266938,20471,25170,Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,103.0,75.0,80.0,70.0
619,TAMIL NADU,Thiruvarur,1264277,626693,637584,946471,503085,443386,430927,724109,69883,295188,10440,164657,1132785,96092,33192,258,151,279,64,1456,109580,303114,4416,15535,321331,86848,408179,138960,250163,243773,203450,103908,99082,28166,1067502,175564,1243066,627880,377118,257116,2163,78485,287,134,2493,3155,231871,81976,241,244534,21924,14124,Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,102.0,75.0,80.0,70.0
620,TAMIL NADU,Thanjavur,2405890,1182416,1223474,1790998,944264,846734,455062,1431811,129913,415361,31200,397605,2075870,190814,133971,231,795,1256,148,2805,223044,555582,13495,42912,479070,274302,753372,138375,431983,419605,373111,178126,222410,49261,1812871,461123,2273994,1193095,712017,499235,1543,97701,1448,152,2937,4635,374666,209948,98,499900,34935,20460,Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,103.0,74.0,80.0,69.0
621,TAMIL NADU,Pudukkottai,1618345,803188,815157,1110545,608776,501769,284804,856652,209270,305149,13941,233333,1428784,114194,72850,119,81,32,293,1992,82967,354493,4494,18272,399712,104229,503941,97231,283299,270046,251855,121706,111731,31315,1167183,447346,1614529,835853,470428,311175,889,39632,5933,2213,6134,36768,275689,57015,22488,301552,28927,57924,Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,101.0,69.0,76.0,62.0
